"w2360","w2370","w2371","w2885","w2905","w2910","w2920","w2970","w2975","r349000","r547000","r547001","r547002","r547003","r548000","r549002","r549004","r647000","r648001","ev.82361","ev.82562","tmed.82361","tmed.82562","tmax.82361","tmax.82562","tmin.82361","tmin.82562","u.82361","u.82562","w2360_lag","w2370_lag","w2371_lag","w2885_lag","w2905_lag","w2910_lag","w2920_lag","w2970_lag","w2975_lag","r349000_lag","r547000_lag","r547001_lag","r547002_lag","r547003_lag","r548000_lag","r549002_lag","r549004_lag","r647000_lag","r648001_lag","ev.82361_lag","ev.82562_lag","tmed.82361_lag","tmed.82562_lag","tmax.82361_lag","tmax.82562_lag","tmin.82361_lag","tmin.82562_lag","u.82361_lag","u.82562_lag","ano","mes"
0.187700799582158,0.267390600961221,3.01809608898891,1.06291203170551,0.852649815685724,1.44881446996052,1.68784768204511,2.79589384086457,NA,-3.01421263364215,0.190062811944275,-3.02647464633735,-2.71231056400323,-0.0990181603393225,0.924792842469221,-0.313692664349905,NA,-0.30308566421327,0.784329971065919,2.15986178422718,-0.658246349421499,0.734403110045636,2.45042593339279,-0.251412791910571,0.767487923237333,-2.47331010557101,-3.63865434583571,0.40540976934356,-0.437698973785714,0.108102101821579,1.36795897110783,1.67436184720267,-0.7004328073796,-1.44340334473484,1.50100687490417,2.97700025673964,NA,-0.665371816506633,0.958037181606631,-1.73415694625627,-1.33362894681128,-5.55616118016745,NA,0.25058437354885,-0.949310041268788,1.05595559734454,NA,2.03908100024346,-0.196826652860081,-1.94182039846981,-1.83018729501758,-1.98724923151306,0.242104858188274,-4.91632800387195,2.48493350010263,NA,-1.43148728303815,-1.85985418481034,1969,7
-0.0209428590007805,1.1502345897374,1.58289160088156,NA,-1.28962072361091,NA,2.46965793794185,0.206421604334186,NA,-1.99549875381926,-1.27544192116806,-1.2151204165648,-1.68356960348781,-0.846934572389541,-0.847184741528746,0.351054841205776,0.788613271050788,-0.196052086347329,-0.939007873795901,-1.35924395128895,-0.832866375463895,1.00229094086064,NA,-0.575994764346212,0.611791938822812,-3.19839793606646,-2.5315778941177,1.99170172272402,1.17294390526222,NA,2.12188550284358,-0.518980126703773,1.02016316064759,0.647854822053789,1.14829556520516,1.35526847679697,-0.897677531992849,-0.0253731469757381,-0.705082175842963,-1.07271012150376,-2.88856422729446,-2.58656891332336,1.94907812271499,0.034373829471369,0.182926401410594,0.46237108762409,-0.145722087845089,0.556518757052502,-0.0394236784664057,1.34107500051271,0.596613287938482,-0.343761139439886,-0.483389818566191,-2.95178959104446,NA,-2.43060939864724,0.997370187296868,-1.60214019909398,1969,8
0.0483821656249014,4.2670964450716,1.14536791457066,0.948062317885482,-2.68743013813578,1.0935700153666,-0.466077463242679,-0.202917484499747,-0.477892657798259,-2.24485309111782,0.0645133319587369,0.140938283004898,0.132202771880355,-1.89470550253182,NA,0.0260575857071489,-0.124148292366234,-1.72357792108712,0.358085098721981,-1.28418063543813,0.376588844030057,0.739353329566546,-1.08412467356984,-0.293161812972846,-0.518095727005452,-1.39751584784293,-1.02623438009333,0.603093132331342,-0.092606492244982,-0.0675803512946573,2.10347697236617,1.89275449836982,-0.0480059619589643,1.1614686223002,1.48920801782332,NA,1.25604858580817,-1.44877170096298,0.45732750948203,-1.445869211098,-0.959395533870422,-0.303113221217085,NA,-0.255164154638821,0.329777177701214,0.392713836783667,0.652942824275047,NA,1.00811760059053,-0.446796043621075,-1.87411104989778,1.22139082711132,-0.2183095588721,-1.64548695413793,0.509928128667568,-2.14326755183061,0.744352415189667,0.707280054237738,1969,9
0.269472104280363,2.90173485295331,1.85196800493335,2.14596370651038,-3.47012588377402,-3.1587152616231,0.835048320712302,-1.7095174058076,-0.868813435141837,-0.910736402679696,0.388123165978825,1.06252249333622,-2.25271574651382,-0.914206841304269,3.79846941628513,-0.645890425547485,-0.424129605435439,1.00972111728053,1.83558789482161,NA,2.50178443321203,NA,-2.77229374784541,0.836361241644067,NA,1.3050671824935,1.68928695663863,-0.721810322827053,-3.36024588046049,0.274111425350919,2.04546669085105,5.93825518356962,3.26708912907055,2.45511736266267,0.876637725298441,0.137389386248911,1.89576830511659,-2.85556054330773,0.124768848372843,-1.48342371814452,1.80320474731794,NA,-1.49865090104032,NA,-1.62465979259391,-2.57547812229264,1.85338167539619,0.285760603004696,0.818302341437081,-1.57838047232551,-1.75738155650769,0.718829579754568,0.165195020986652,0.265813107682277,NA,-0.19569714386003,1.40453787185764,4.40905592237439,1969,10
-0.330519223280602,0.422400387965819,1.20683127867138,-1.00976360614669,NA,5.76427900762798,NA,0.386367783732554,-1.36335171044719,-3.69575517109901,-0.927039937833599,-0.323610186141816,-3.52735021405574,-1.01274046594944,2.77936655590449,NA,0.940549818149068,1.7804895342114,-0.948471739835552,-0.345094366477286,0.239475595218629,-0.310352240002553,-0.95475103770987,-0.686037496305663,NA,-4.77678175432966,-5.7186089389625,2.38056630757877,2.62818891302239,-0.743779767028968,2.24819676107066,-4.28397897729765,1.27104875102987,-0.722818330934856,0.0963131604170893,2.05577216898629,-0.959953843638721,2.32418658473876,-4.83706818897061,-2.39477737851966,NA,-3.54572822304099,2.08931904970842,-0.453716884995152,-0.281469434110589,2.30734467924411,NA,1.34884909656482,0.811444159697523,-2.09768202834795,-0.20403455203934,NA,0.54843402266556,-2.93704808620828,2.4300767386948,-3.20236547835602,-0.2081079287568,-2.6203947363811,1969,11
0.839757776668996,NA,2.70430953646235,-0.1990969787329,-1.05604678339595,0.551897887751382,-0.972944105644032,0.367517500725978,-0.933523804242453,-1.28024919740262,0.584679722798892,NA,-2.20788911818696,0.334977218019703,0.0114360195972516,-0.268751561718058,1.35929153376581,-0.259894425875638,-0.822870667152568,-0.574652939663528,-0.496362149341511,1.72965795570499,-1.78242579850348,NA,NA,-4.9423211722452,-2.674471833508,1.59032050645063,1.24227669836362,-0.735288291585104,2.27891564575109,0.550610433222049,NA,-0.506277183415756,1.58455610393937,1.99323941331897,0.372839994499286,-0.756982547918102,-2.03962393158793,-3.05779817269657,-1.5915134189204,-2.12745676694916,3.81653299272404,0.587567102047239,1.44523463055016,0.35355556209551,NA,0.712885485156135,-1.70671806034814,-0.492218282370478,0.416053969494395,-0.454200974252166,0.961770346049437,-0.684073497567259,0.638079854984989,-1.18565669511686,-0.522640940299333,-1.83224089737059,1969,12
0.880581487569308,1.41360906772629,1.62205975927348,1.6069067747966,NA,-1.03705672322085,NA,-1.88324484153588,NA,NA,1.34195305490915,0.0963512350278483,-1.85927205174472,0.979638620997724,2.36120323961242,-2.23720095887352,-0.768144201908905,2.83251039469176,0.361417252730791,-1.35519062670872,-1.58532614230274,1.61641493239616,-2.89708634034692,1.29070730679385,0.423252830113083,-2.8979510826703,-0.280191592212471,0.22239622325523,0.538691976872224,0.543351668803988,0.403963269795224,4.1698666336866,1.3789429053423,1.24688737522501,-0.958917347390308,1.08424218321297,1.35712875745827,NA,0.0759499922780493,-1.69224132354868,2.55778028387676,-1.7136266639004,2.48879354323207,NA,-1.4357480743906,-1.24165930855157,0.736044523450935,0.911042380658184,2.19092135654714,NA,-2.15139557989784,0.39993604196467,0.0628104993867109,0.656974210980363,NA,-0.703987248362139,1.04005357748305,0.187696878059205,1970,1
1.13098520260585,2.51956538039227,-0.579939297975137,NA,-2.86303182993767,0.244052272433872,-0.876652856371213,-1.36506902383038,0.874179354363021,0.426307801805501,2.0649679193599,0.00343470668028645,-2.79032395897521,0.276520518860346,0.594115111572037,-1.78292569348059,1.51077324447714,0.863897633368458,-2.24923074351819,0.280563525472982,-0.927207148283493,0.614622509245981,-2.81036568582811,0.740957893722791,1.02894363088358,-2.67158626021242,NA,NA,NA,1.74253780536679,0.144574702469299,1.28244806068045,NA,0.750711936363907,-2.23887846494164,NA,1.07232713784535,-1.65649891370177,0.178857550625838,-1.82328054737679,0.547644700851242,-2.52515621581726,2.25292816812466,NA,1.55691845429123,-1.86349883340857,1.17337627893364,0.101897057363829,2.85784562232461,0.478577408931396,-1.37270978820266,-0.140563164703322,0.760054874747963,2.55119835371238,-1.24933538650399,-0.442452670799295,-0.140183684814391,2.09941085308246,1970,2
NA,4.60742750826285,-0.0477985653482216,NA,-2.71639023243542,1.81795455833531,0.591480255965293,-1.93913673541008,-0.0289889871692462,-1.2420158971015,1.24819826238849,-0.856644306228143,-4.46589091315466,-0.974189825942402,1.49434820427458,-0.749692170652379,0.0588408797108062,NA,-0.350533791393547,0.472137126797213,NA,0.773457457675778,-2.58360837651158,0.491070968612571,1.87608771603042,-2.29673718851335,-2.51946067079582,1.86733304252948,1.4407175129821,1.95711288537432,1.85730855589964,0.469453734179451,1.08163194736536,-0.109677403174622,0.798117774557281,1.0214166968719,1.61490541179088,-0.776576957527907,-1.88834544802438,NA,0.184491856988897,-2.99554405931452,2.53691984825279,0.116373288942474,1.01115619567596,-0.654799516961223,0.354427763775643,-0.0599013614363346,0.919737680255697,-0.714733615498522,NA,1.16888718044051,-1.01750301155006,NA,-0.143676125943274,-1.60627133406974,1.34927979709887,-1.64282591116537,1970,3
NA,-0.409593874557361,2.47416587659042,0.677017191173568,-3.40677390917825,1.48957578422828,NA,-0.420956590902143,NA,-1.53708338018923,-0.987960169191082,1.29359489361483,-1.57217214546851,-2.09920248419581,1.43822176291488,2.24649891200262,0.265911093884913,0.743316492560854,-0.359139895674062,-1.06492980450501,1.41172173555379,-0.021442350585157,0.581889597198977,0.328024206974265,-0.606847683923558,-2.11937105858285,NA,0.31571049134638,NA,0.837973247341329,2.47518257303071,1.08651895501765,2.39113834727857,0.705869823382081,-2.85520944005392,2.48564574893446,2.83235247761299,0.222895149741846,-2.44700102475368,-1.96639954836743,-2.30620423185427,NA,1.34022703749403,-0.840500302693004,-0.219525432209927,-0.775803353280879,1.89849294041014,1.52857698744991,3.55398310510229,-1.51892492287355,NA,2.09802890979188,0.363020717974966,-1.1453128078156,0.194751954633649,-0.359388498291136,0.704710340300759,1.93580190213326,1970,4
